name,address,loc_id,latitude&longitude,pcb_count
"ソユーゲームフィールド赤池","愛知県 日進市 赤池町 箕ノ手1　プライムツリー赤池3F","nE2yscc-S6s-nR2PflPnww","35.108621 137.024397",2
"楽市楽座022楽市街道名古屋","愛知県 北名古屋市 中之郷字神明 45-1","xOTLqtgkZ_EJmpjwdug8OA","35.239836 136.848804",2
"ラウンドワンスタジアム名古屋西春","愛知県 北名古屋市 宇福寺神明 15","4jQbSFy9ko3cDfx8mjIeow","35.25485 136.843627",2
"ファンタジックランド西春","愛知県 北名古屋市 鹿田若宮 3926-10　ヨシズヤ西春店5F","SuUWiF41VEtTPKWEQB9ZzQ","35.244961 136.871771",2
"GiGO 長久手","愛知県 長久手市 武蔵塚 705","2WN0sxkV7WgyK-1oGTRy4g","35.171379 137.045453",2
"楽市楽座イオンモール扶桑","愛知県 丹羽郡扶桑町 南山名字高塚 5-1　イオンモール扶桑2F","6Dun6oZZAza6Tr373KgjLg","35.361216 136.900508",2
"ユーズランド東浦","愛知県 知多郡東浦町 大字緒川字旭 13-2　イオンモール東浦2F","l8RKKMo7m7zzVon0E1mOiw","34.978955 136.974117",2
"ポート24幸田","愛知県 額田郡幸田町 高力字沖原 15　カメリアガーデン幸田内","dAPkzhiuW-QbcFE0N7b-0g","34.890299 137.163114",2
"PALOイオンモール津南","三重県 津市 高茶屋小森町 145　イオンモール津南3F","v7egYpiLlVfy9h86vBjWhA","34.670602 136.518025",2
"ラウンドワン津・高茶屋","三重県 津市 高茶屋小森町 277-8","KFHPVXAmVC0crqK3fWMMaw","34.672466 136.51947",2
"アピナ四日市","三重県 四日市市 泊小柳町 4-34","wpt7HVJFEH183x0u6gY6iQ","34.93929 136.606761",2
"GiGO 生桑","三重県 四日市市 生桑町字川原崎 299-1","fA52hitDDSF7YNZJLh9ILw","34.986541 136.601579",2
"アミューズメントスペースコミ丸四日市","三重県 四日市市 鵜の森 1-3-19","JYCMwjakE89A93MuvfgXyQ","34.96642 136.616471",2
"アミパラ鈴鹿","三重県 鈴鹿市 西條町字東澤 430-1","98mZOKMJ_0SPLJ8-0FmtEw","34.87533 136.568324",2
"滋賀レジャーランド大津","滋賀県 大津市 におの浜 3-1-43","ma-2Lzmty6Hxy2QrJfPMTA","35.003934 135.883405",4
"namcoビバシティ彦根","滋賀県 彦根市 竹ケ鼻町 43-1　ビバシティ彦根2F","dY6V_8zonTZg3J1kjlsVSw","35.244068 136.249942",3
"ラウンドワンスタジアム浜大津アーカス","滋賀県 大津市 浜町 2-1　浜大津アーカス内","x5uzPBNvllFb0wu8FGJbqw","35.010522 135.866714",2
"彦根パスカ","滋賀県 彦根市 西沼波町 166","7oKMXCf_2CYKS-AUbRItww","35.258695 136.265367",2
"タイトーFステーションイオン近江八幡","滋賀県 近江八幡市 鷹飼町南 3-7　イオン近江八幡SC2番街　イオン近江八幡店1F","KtAFGVY8_cbLzlaHlstbQg","35.120511 136.104014",2
"ゲームランド草津","滋賀県 草津市 新浜町 300　イオンモール草津3F","PwRR7fvv5tLCMwCjRRNrMg","34.997841 135.917598",2
"アミパラ草津","滋賀県 草津市 木川町 72","qT_0oMV8D8s6Ukq985V-AQ","35.020002 135.943196",2
"アクション草津","滋賀県 草津市 野路 3-1-11　ACT草津2号館","g_9HNy3c2xEmMvZJuYGeCQ","34.999231 135.945959",2
"ラウンドワン京都河原町","京都府 京都市中京区 河原町通三条下る山崎町 250","bY9a4pST8rybbdVCYuuXCQ","35.006991 135.768568",4
"バンダイナムコ Cross Store 京都","京都府 京都市南区 西九条鳥居口町 1　イオンモールKYOTO　Sakura館4F","YGFnfpv6GKnsaLGg3h91Fw","34.982815 135.754626",4
"ラウンドワンスタジアム京都伏見","京都府 京都市伏見区 下鳥羽平塚町 131","wxIFO4huSpNdlLwuPEkJVA","34.935939 135.746266",2
"プラサカプコン京都","京都府 京都市右京区 西院追分町 25-1　イオンモール京都五条3F","KKWDXFcZkgkbWw5phqwN7Q","34.997453 135.727353",2
"あそVIVAゲームセンター","京都府 福知山市 堀上高田 2146-1　あそVIVA1F","nGZQjG4WFx9d0M73aGxRJg","35.290556 135.132984",2
"モーリーファンタジー高の原","京都府 木津川市 相楽台 1-1-1　イオンモール高の原　イオン高の原店4F","J7e7o1XHru6N212sCFodcg","34.725301 135.790814",2
"アミパラ久御山","京都府 久世郡久御山町 森 大内337　イオンタウン久御山内","kE9wqLXYZ72SNCMOD716sA","34.895385 135.746916",2
"namco梅田","大阪府 大阪市北区 小松原町 3-3　OSビル1～3F","LCI0iXEtSn8q48CMTp31cA","34.702742 135.500371",12
"namco大阪日本橋","大阪府 大阪市浪速区 難波中 2-1-17　コスモビル1～3F","XuQh9gkh3pkL170fhZUthg","34.662991 135.504316",10
"ラウンドワン梅田","大阪府 大阪市北区 小松原町 4-16","taxoTRMPY-gM6NmIRmu4bA","34.703185 135.500911",8
"ラウンドワンスタジアム千日前","大阪府 大阪市中央区 難波 1-3-1","MVUXKbrszIHDDo0Ac5hR3A","34.667424 135.502671",4
"GiGO 大阪第4ビル","大阪府 大阪市北区 梅田 1-11-4　駅前第4ビルB1F","uA83rC9I7s-hjuo3n-gGug","34.699746 135.499503",4
"タイトーステーション大阪日本橋","大阪府 大阪市浪速区 日本橋 4-9-14","AGzomhjWnkNK63BQaH8UzQ","34.660394 135.506057",4
"GiGO 難波アビオン","大阪府 大阪市浪速区 難波中 2-3-15　MMOビルB1～3F","5BB8wDEw9o1OHziRDnANvQ","34.662687 135.503247",4
"GiGO あべのアポロ3F","大阪府 大阪市阿倍野区 阿倍野筋 1-5-31　アポロビル3F","nui6xmZI1X5GWsvYBqLiGA","34.646541 135.511716",4
"ラウンドワンスタジアム堺中央環状","大阪府 堺市東区 石原町 2-241","TqqhKc5g7x8_TcAJjmt1-A","34.556945 135.536538",4
"GiGO 布施","大阪府 東大阪市 長堂 1-1-1　ロンモール布施内","ALdFrzpnQgaKh8YaRJZS-A","34.66419 135.563602",4
"namcoマグスミノエ","大阪府 大阪市住之江区 泉 1-1-82　マグスミノエ1F","N2XkauGg7dELBn1-LxIDlA","34.610014 135.468281",3
"バンダイナムコ Cross Store イオンモール大日","大阪府 守口市 大日東町 1-18　イオンモール大日4F","z-BtUMqyz6QDyrUtpo3erg","34.748688 135.580285",3
"GiGO 大阪道頓堀本店","大阪府 大阪市中央区 道頓堀 1-8-22","9yLtPLYvhFWoCk_Y9X1UzA","34.66849 135.501699",2
"モーリーファンタジーLINKS UMEDA","大阪府 大阪市北区 大深町 4-8　LINKS UMEDA内","XtDZQdSfuKTpJfrngp-fnw","34.704094 135.496268",2
"ラウンドワン東淀川","大阪府 大阪市東淀川区 菅原 7-14-29","453J7048vAECAghuRBOJmA","34.742758 135.525038",2
"アテナ日本橋","大阪府 大阪市浪速区 難波中 2-1-22","qwR4xN9QePGhEfe6k1CAVg","34.663013 135.504957",2
"ゲームポイントシャトーEX","大阪府 大阪市都島区 東野田町 3-9-3　グランシャトービル1・2F","-x28HPgenhZKihyQAozJkw","34.697994 135.534258",2
"ラウンドワンスタジアム堺駅前","大阪府 堺市堺区 戎島町 4-44-3","vDye4MmzU10qmBz4NdY_5Q","34.583431 135.468442",2
"ソユーゲームフィールド堺鉄砲町","大阪府 堺市堺区 鉄砲町 1　イオンモール堺鉄砲町3F","QmB0AlrlJ1QgM_cEIVC72A","34.594046 135.481209",2
"エンターテイメントフィールドららぽーとEXPOCITY","大阪府 吹田市 千里万博公園 2-1　ららぽーとEXPO CITY3F","dN1F14rkPc3MuSlDxd3iDA","34.805403 135.535455",2
"ラウンドワンスタジアム高槻","大阪府 高槻市 辻子 3-6-4","CHwoPsffWJOSX4qcmaRVyg","34.832634 135.630051",2
"ラウンドワン守口","大阪府 守口市 佐太東町 2-6-14　ジャガーグリーン2F","3yQ5-VfmF89U09jSCUxtCw","34.756114 135.588627",2
"Feedy Diner＆Arcade 茨木","大阪府 茨木市 松ケ本町 8-30-5　イオンモール茨木4F","nPwBiLH62jgu1Y-3tdGVSA","34.810615 135.558538",2
"あそVIVA阪急茨木","大阪府 茨木市 永代町 6-2　スポーツプラザ茨木2F","p94C8E_nLnhaMdWLHnkZsg","34.817974 135.576388",2
"YAZ寝屋川","大阪府 寝屋川市 石津中町 25-26","x6fFczbRzrMnfLhz5gT0xg","34.780033 135.619569",2
"モンキートリック","大阪府 寝屋川市 香里南之町 32-5　YNレジデンス香里2F","VwnYvgSVG-UR4-FFq8aZ_A","34.783294 135.628769",2
"アミパラ大東","大阪府 大東市 南新田 2-3-5","V39qvmc2SJPrPh28_TkEGg","34.701136 135.638597",2
"プラサカプコン藤井寺","大阪府 藤井寺市 岡 2-10-11　イオン藤井寺SC2F","xl39-WUJlfUJJqClP53IzQ","34.573949 135.593197",2
"GiGO 三宮北口","兵庫県 神戸市中央区 北長狭通 1-8-1　コスモビル2F","bi1AfFo-XTrAT-2yc78hng","34.69312 135.192193",4
"namco豊岡","兵庫県 豊岡市 中陰字大工 617　3F","P6IFzxR-h2tbDd7qleYm1w","35.554928 134.812229",3
"タイトーFステーション三宮西館","兵庫県 神戸市中央区 三宮町 2-11-1　センタープラザ西館3F","ZMaLfVUyoNX54hkh4CRy9A","34.691116 135.191167",2
"アルゴ","兵庫県 神戸市中央区 下山手通 1-1-8","I2cuaeHkGExVtOWE9iFeUw","34.693775 135.191408",2
"ラウンドワン三宮駅前","兵庫県 神戸市中央区 小野柄通 6-1-17","TUn5h-mmq5OVNUjN0d3M-w","34.693934 135.197376",2
"遊スペースマジカル","兵庫県 神戸市中央区 琴ノ緒町 5-2-3","nc6fPgsQjV75DuRSkzX7JQ","34.695495 135.195023",2
"メガパレス遊スペースアローズ","兵庫県 神戸市西区 丸塚 2-9-18　ホームランスタジアムメガパレス2F","-Mx1COw66CAbhYG-g8KtuA","34.679055 134.982861",2
"G-pala 花北","兵庫県 姫路市 増位新町 1-6　ヴィーナスタウン花北2F","5CGjduH69nK99yIKnlSY-g","34.856003 134.709354",2
"モーリーファンタジー姫路大津","兵庫県 姫路市 大津区大津町 2-5　イオンモール姫路大津　イオン姫路大津店2F","TSrQBc5IjdZvCdXE15ZNLA","34.806563 134.606688",2
"アピナ姫路","兵庫県 姫路市 東郷町 1454-3　姫路リオス2F","OoQZ3l2xFyy7cdHaLUPxpQ","34.826968 134.71516",2
"ラウンドワン姫路飾磨","兵庫県 姫路市 飾磨区中島 1-254","xswXcjaarG16hdpeqe4QoQ","34.792206 134.686951",2
"GiGO 姫路駅前","兵庫県 姫路市 駅前町 254　姫路OSビルB1F","SntAV8PvUXJbmAdwZE2cjg","34.828889 134.691146",2
"GiGO つかしん","兵庫県 尼崎市 塚口本町 4-8-1　つかしんにしまち2F","lggedNv2RSjdQUcewDQYCg","34.761884 135.418049",2
"モーリーファンタジー明石","兵庫県 明石市 大久保町ゆりのき通 3-3-1　イオン明石SC3番街3F","PmNUO7b-3dJW7mFIdJ4inA","34.678624 134.935124",2
"ラウンドワン伊丹","兵庫県 伊丹市 昆陽 7-29","KOlZofSMIbSVO6sRsVUxWQ","34.779073 135.393416",2
"NICOPA伊丹昆陽","兵庫県 伊丹市 池尻 4-1-1　イオンモール伊丹昆陽4F","eKz_wqwcYIl1zApmgS_wdQ","34.784467 135.38138",2
"アミパラ加古川","兵庫県 加古川市 尾上町今福 71-2","6ajP4KZNxfZ8c95cv1J1bw","34.751682 134.828291",2
"ラウンドワンスタジアム奈良ミ・ナーラ","奈良県 奈良市 二条大路南 1-3-1　ミ・ナーラ5F","9yUTB1_pofBLF-qshTdG7g","34.685286 135.802587",2
"アミューズメントCUE奈良大和高田","奈良県 大和高田市 東中 2-11-16","YBspbi5DwNbuhCVvJRqCOA","34.499731 135.735591",2
"アミパラ橿原","奈良県 橿原市 十市町 1222-1　ツインゲート橿原1F","6T7Ozj3xyknt9aneTc4Fdg","34.529415 135.796848",2
"ソユーゲームフィールド奈良橿原","奈良県 橿原市 曲川町 7-20-1　イオンモール橿原3F","ioDu4RJS9OjlgIxPBNczUg","34.505523 135.762454",2
"ユーズランド和歌山","和歌山県 和歌山市 ふじと台 23　イオンモール和歌山2F","_4QIg4wKtYX3JiRvvg8zEw","34.276154 135.149201",2
"ピタゴラス和歌山","和歌山県 和歌山市 土入 73-1","37jenbdchd9NKhFGndyfVQ","34.252872 135.145628",2
"ラウンドワンスタジアム和歌山","和歌山県 和歌山市 小雑賀 739-3","4VNESAgg2ze3gSKRohVKWw","34.19843 135.185802",2
"アミパラがいな","鳥取県 米子市 日ノ出町 1-8-13","os3vWpHgugYrgvv37g6ADg","35.437774 133.339197",2
"GiGO 松江","島根県 松江市 嫁島町 12-15","oaGJimiIdPF28uuaUugEwQ","35.450092 133.047815",2
"PALO松江","島根県 松江市 東朝日町 151　イオン松江SC　イオン松江店3F","QMzwb3vgUDEO3vgrjV2QHg","35.463977 133.069493",2
"you me CIRCUS 出雲","島根県 出雲市 大塚町 650-1　ゆめタウン出雲東館3F","x7aXBIGWLLvuV0FMcPedtg","35.376384 132.754449",2
"ユーズランド倉敷","岡山県 倉敷市 水江 1　イオンモール倉敷2F","6zfxKovNVthvnosimI8w9w","34.603515 133.745177",4
"モーリーファンタジーf 岡山","岡山県 岡山市北区 下石井 1-2-1　イオンモール岡山　イオン岡山駅前店4F","zdB6Q7_AGCHkB0UKkXb1Jg","34.662045 133.917796",2
"アミパラテクノランド","岡山県 岡山市北区 大和町 1-7-12","DawC43P4Q8oEstQL4-Kfmw","34.679149 133.927389",2
"アミパラ岡山","岡山県 岡山市北区 青江 1-13-8","Zd8VCcI5EJCntk48EbZM1g","34.636227 133.91996",2
"ラウンドワンスタジアム岡山妹尾","岡山県 岡山市南区 妹尾 3413-1","zWbsujVB3SP82RZAxvr1Kg","34.622883 133.869631",2
"ファンタジスタ","岡山県 倉敷市 新倉敷駅前 5-194","IXZP_DqH6Ot6YWPHl11Jrg","34.558327 133.676755",2
"アミパラ倉敷","岡山県 倉敷市 西中新田 624-1　アミパラボウル1F","2PHgIg7a9QiT5o8-PsfIYg","34.583546 133.771312",2
"namcoイオンモール広島府中","広島県 安芸郡府中町 大須 2-1-1　イオンモール広島府中3F","eEJPWYFMvxEN_SwIMWgksQ","34.394622 132.499793",6
"namco広島紙屋町","広島県 広島市中区 大手町 2-3-3　大手町ナルミヤビル1F","uCFR-jCkHNPDpH6omPZWtA","34.39334 132.455434",3
"ビバーチャ","広島県 広島市中区 南竹屋町 10-17","EoiosiZb6MOwl57bX42ZbA","34.379333 132.461279",2
"タイトーステーション広島本通","広島県 広島市中区 本通 3-5　せらかぐ本通ビル","JRMqlEd_DzbVUtTDs5sFAw","34.392798 132.46039",2
"ラウンドワン広島","広島県 広島市中区 立町 3-11","05BgWC8_iCLCyI0oBh_iNQ","34.393565 132.460063",2
"タイトーステーション広島紙屋町","広島県 広島市中区 紙屋町 2-2-21","cQGAGO_mbM4gUa2lIstiWA","34.394074 132.456075",2
"プラサカプコン広島","広島県 広島市佐伯区 石内東 4-1-1　ジ・アウトレット広島1F","oB3TF16Sfy5AqXC77anvEQ","34.411727 132.397612",2
"GiGO 中筋","広島県 広島市安佐南区 中筋 4-11-7　フタバ図書MEGA祇園中筋店2F　レンタルコーナー奥","rjdEzvfqqnSta3fqtxhFbg","34.455338 132.478846",2
"ブラックジャックアクア","広島県 広島市安佐南区 大町東 4-12-11","8DFB-NbAxaKZi5dYhYsIcA","34.468869 132.463027",2
"GiGO アルパーク北棟","広島県 広島市西区 草津南 4-7-1　アルパーク北棟2F","rGidToOvzpywKhwJBBCZ-w","34.375512 132.393749",2
"アミパラ広島","広島県 広島市西区 西観音町 3-17","ikPCRl_Le62XPNO8OCsyQg","34.393516 132.436109",2
"GiGO 尾道","広島県 尾道市 新浜 1-2-13","pq0UJ_Tk5ypgxof5nq6DIA","34.40304 133.186313",2
"アミパラ東尾道","広島県 尾道市 高須町 5688","x0KwM389Cd9sgjf2Zvvg8Q","34.43048 133.23158",2
"あみぱらんど福山","広島県 福山市 三吉町南 2-8-24","0JF627lKzRljq1CDlVlYFg","34.488359 133.378658",2
"ラウンドワン福山","広島県 福山市 明神町 1-9-28","LoNJo_p29uuPiX22okMdMg","34.489191 133.392434",2
"GiGO 福山","広島県 福山市 瀬戸町山北 300","BkO2sMhMdc3qSCbMNOQL9Q","34.47606 133.315919",2
"アミパラここじゃ","広島県 東広島市 西条町下見 6-10-19","vMSJWICCeH0hDokFxKFQ5w","34.407574 132.715536",2
"GiGO 海田","広島県 安芸郡海田町 南大正町 3-35","FkOq794-dQWj-3zukTVASg","34.367528 132.533784",2
"ネオ・ブラボー","山口県 防府市 高倉 1-3-30","gjLo1YWDwBojztmeIavxwA","34.054957 131.559199",4
"アミパラ下関駅南","山口県 下関市 東大和町 1-3-15","oHY1Kd7ZLOI1o_YJpDJBdg","33.945245 130.920528",2
"アミパラ下関長府","山口県 下関市 長府才川 1-42-48","Y4SmKkjylIq9ud_4o71Gdg","34.025366 131.007467",2
"フレスパランドカッタの湯","山口県 宇部市 海南町 1675","RWB83Aiyt99pl4CGiNdK1Q","33.958448 131.261525",2
"タイトーFステーション山口メルクス","山口県 山口市 黒川 82-1　ハイパーモールメルクス山口内","EEoi04B15SwATkmzpQWSMw","34.136025 131.434486",2
"PALO防府","山口県 防府市 中央町 1-3　イオン防府店3F","KCT8vUkh1nQRUYWlA2Sq9Q","34.052202 131.569678",2
"ソユーファミリーゲームフィールド防府","山口県 防府市 鐘紡町 7-1　イオンタウン防府1F","d47HlNP1hE2xenuKBZGAmw","34.048268 131.590269",2
"アミパラ周南久米","山口県 周南市 久米 2834　イオンタウン周南久米内","0Zd-rEDboIDrE62DGEllsA","34.036785 131.842656",2
"ゲームスポットSPEED","山口県 周南市 久米 3219","dGpr4RPrK0lWWIH2DzGAiQ","34.034169 131.834752",2
"ラウンドワン徳島・万代","徳島県 徳島市 万代町 4-19-1","VyY015uSjzC5ofUW-bACdQ","34.064799 134.56451",2
"アミューズメントパフェパレパレ田宮","徳島県 徳島市 南田宮 2-2-46","BiXsAGj5fRXx__8by00DpA","34.086076 134.542587",2
"アミパラ丸亀","香川県 丸亀市 飯野町西分字川縁甲 584-1　ハローズ棟内","v0V2cyongIoS1pzzxOF0Dw","34.284657 133.820461",4
"ゆめタウン高松店ゆめランド","香川県 高松市 三条町字中所 608-1　ゆめタウン高松2F","4U6Y2yCz9KrIoQQy07H_Qg","34.316753 134.041901",3
"GiGO 高松","香川県 高松市 勅使町 535","6Y6dZrX7P886Y8cpk8ElgA","34.308457 134.018485",2
"ラウンドワンスタジアム高松","香川県 高松市 松島町 2-7-43","Oy4aNxLtBklgf_hfb_1dDg","34.338908 134.067067",2
"マックスプラザ善通寺","香川県 善通寺市 中村町 1798-2","iMylaDMn3av4SuRKML61rA","34.243614 133.764084",2
"Feedy Diner＆Arcade 綾川","香川県 綾歌郡綾川町 萱原 822-1　イオンモール綾川3F","YMzbZjwaWu_qXB-mZmgdqw","34.251666 133.931004",2
"プラサカプコン新居浜","愛媛県 新居浜市 前田町 8-8　イオンモール新居浜2F","a4IUv5Zp_8Wgw48hhw3IOQ","33.95377 133.268855",4
"namcoパルティ・フジ西条玉津","愛媛県 西条市 玉津 564-1　フジ西条玉津店2F","U4WYsL9oBUuOHG6lf8za2A","33.930507 133.201504",3
"プレイドーム松山","愛媛県 松山市 余戸南 4-9-40　1F","iXeyzPJDs9oAUmlp7nCtgw","33.809474 132.728054",2
"アミューズメントパークMGキスケ","愛媛県 松山市 宮田町 4　キスケボックス内1F","thqiYQA14Ci5jNqZjYYoig","33.841349 132.754065",2
"ラウンドワン松山","愛媛県 松山市 東長戸 1-3-10","WQcOxHi38pHjAjFeTtHdJw","33.866512 132.751577",2
"GiGO 松山","愛媛県 松山市 枝松 5-7-32","mPBonQiZgCugZDHyZIhjdw","33.82826 132.786503",2
"タイトーFステーション今治ワールドプラザ","愛媛県 今治市 東村 1-14-2　今治ワールドプラザ内","EiRv9M_vOaGqO4sSSphR_A","34.042681 133.027878",2
"アミューズメントパークMG 伊予三島","愛媛県 四国中央市 中之庄町 75-1","0jhhdR1Gp0XTwsRXns6tSw","33.974555 133.528707",2
"ソユーフォレストハンター松前","愛媛県 伊予郡松前町 筒井 850　エミフルMASAKI　エミアミューズ1F","FTZC2qTLmGnN5NUGpwJODA","33.787806 132.71508",2
"ラウンドワン高知","高知県 高知市 南宝永町 4-12","diQaKpWw-QAx4pxNrKAzeQ","33.557749 133.554574",2
"プラサカプコン高知","高知県 高知市 秦南町 1-4-8　イオンモール高知2F","oAo0_-qytDBZRZN32Yf4AA","33.577054 133.54235",2
"アミパラ高知","高知県 南国市 篠原 194-1","nlbiff_jeeFSpKaFWMWl0g","33.567882 133.63466",2
"namco博多バスターミナル","福岡県 福岡市博多区 博多駅中央街 2-1　博多バスターミナルビル7F","wPjgAc2Lg4hO-loyy7zffg","33.59143 130.419785",14
"ラウンドワン福岡天神","福岡県 福岡市中央区 天神 2-6-12","SEGllzAlIIEMSWUAg9siUQ","33.589361 130.39683",6
"楽市楽座003楽市街道箱崎","福岡県 福岡市東区 箱崎 5-1-8　楽市街道箱崎2・3F","Eu391GRgIsIYcYb7UF_W8A","33.624027 130.419506",4
"パスカランド黒崎","福岡県 北九州市八幡西区 西曲里町 3-1　イオンタウン黒崎1F","nxskfvaM6yaLIotogYYkPA","33.859785 130.760254",2
"PEP中津口","福岡県 北九州市小倉北区 中津口 2-2-16　ASOBOX3F","JuzBcnAY85c7RAf2-RcLEw","33.877455 130.887214",2
"G-stage小倉","福岡県 北九州市小倉北区 浅野 2-14-5　あるあるCity2F","iiYL2VjRW3PvBU3uaHKchg","33.887542 130.88473",2
"楽市楽座砂津","福岡県 北九州市小倉北区 砂津 3-1-1　チャチャタウン小倉B棟3F","i427Qqwg99Nb9YH9qamfkQ","33.883239 130.889087",2
"ラウンドワンスタジアム小倉 ","福岡県 北九州市小倉北区 西港町 15-65","YdtvLT130pt234qcbcRd3Q","33.897617 130.859935",2
"PEP魚町","福岡県 北九州市小倉北区 魚町 2-4-20","747NR4t21JW-UuU0VwGYqw","33.884015 130.880113",2
"G-pala 小倉","福岡県 北九州市小倉南区 上葛原 1-14-1","OfdJoCFcDPz_K096Sa0u9A","33.839598 130.911264",2
"タイトーステーション福岡天神","福岡県 福岡市中央区 天神 2-6-35　サザンクロスビル","lbqEwPY9gSzkeHJhLi4bpA","33.589645 130.397281",2
"GiGO 福岡天神","福岡県 福岡市中央区 天神 2-7-6　DADAビル1～3F","PKKmklBbXlUn5D5Gt6NTEQ","33.589889 130.39661",2
"ラウンドワンスタジアム博多・半道橋","福岡県 福岡市博多区 半道橋 2-2-8","DIqIpVqbZ4QiPv9gwtM-cQ","33.584155 130.438442",2
"G-pala 博多","福岡県 福岡市博多区 東光寺町 2-6-40　コマーシャルモール博多2F","MtGSUAlL8BgnVWl-v9h_MQ","33.576998 130.435958",2
"楽市楽座イオンモール福岡伊都","福岡県 福岡市西区 北原 1-3-1　イオンモール福岡伊都別館2F","1zb_x5l2cNj8A7ax3A5b3A","33.577048 130.256403",2
"楽市楽座210久留米","福岡県 久留米市 東合川 2-2-1","1rqTgQL7pNwauLYgWxE-PQ","33.320081 130.546009",2
"プラサカプコン直方","福岡県 直方市 湯野原 2-1-1　イオンモール直方2F","Ci2NHWmMmPvk_kz-vlz-fA","33.76895 130.749751",2
"楽市楽座行橋","福岡県 行橋市 西泉 6-1-1　コスタ行橋アミューズ棟2F","yZqI1jxflBlBkWqYFrrmCA","33.717008 130.971632",2
"GiGO 中間","福岡県 中間市 上蓮花寺 3-1-1　プラザモールなかま1・2F","EWQe3_xDxAPHAT3LyzXQSQ","33.823074 130.721606",2
"楽市楽座くりえいと宗像","福岡県 宗像市 くりえいと 1-4-4　くりえいと宗像サウスゾーン内","Hj41OO8j8Tgh3pjDJKNB1Q","33.81052 130.56358",2
"ゲーム最後の5ドル","福岡県 糟屋郡粕屋町 仲原 2706　仲原Jボウル2F","W_Yv192a2gTMobNg45CoDQ","33.609137 130.445368",2
"G-stage七隈","福岡県 福岡市城南区 七隈 8-4-8","4aPaKAbewVno388Ij2kb9A","33.551233 130.364344",1
"G-stage飯塚","福岡県 飯塚市 枝国 680-2","WAg5B_diuOCWSRoLadbmOA","33.636487 130.676025",1
"namcoモラージュ佐賀","佐賀県 佐賀市 巨勢町大字牛島 730　モラージュ佐賀1・2F","tz5cITl1MddUR0q7ZVMfaQ","33.251275 130.319679",3
"ラウンドワンスタジアム佐賀","佐賀県 佐賀市 兵庫北 4-2-1","IV3tq3iyMCv0kdpXFoeYVQ","33.275228 130.301055",2
"namcoアミュプラザ長崎 新館","長崎県 長崎市 尾上町 1-1　アミュプラザ長崎新館4F　9401","WvDKRW0fIYw9rPBYlso64g","32.751625 129.87093",3
"アソビクル長崎戸町","長崎県 長崎市 戸町 4-9-3","PoL3jODsEsw-iENW7U60hA","32.721138 129.861187",2
"G-stage浜の町","長崎県 長崎市 浜町 2-26","RF3VVCffG8VSbXiHmkvhQw","32.744847 129.877542",2
"アミパラ佐世保","長崎県 佐世保市 大塔町 18-15","bkNxTPEB8g1KPS7RBr_ijQ","33.150047 129.780282",2
"GiGO 諫早","長崎県 諫早市 小川町 90-1","49TK4iUtseNO5gf0IMMWkg","32.831511 130.055213",2
"G-pala 時津","長崎県 西彼杵郡時津町 野田郷 59","ThGxvr3KAUuEjqJoZMV_yw","32.824355 129.847812",2
"namcoワンダーシティ南熊本","熊本県 熊本市中央区 九品寺 6-9-1","ohRXxXiykghj2EczpaYpJg","32.786914 130.714592",8
"スポラ九品寺","熊本県 熊本市中央区 九品寺 5-10-15","JSMDrFSRtOCrHss-7as5Mw","32.790466 130.714888",2
"サープラ下通りあそびタウン","熊本県 熊本市中央区 手取本町 4-12　ザ･ファインビル","TXaKeVcOjXKgMvraWd0mEw","32.802679 130.70938",2
"ラウンドワンスタジアム熊本","熊本県 熊本市西区 春日 7-25-15","gXSNfrIGu8XQrLslEMHBUg","32.785049 130.677547",2
"パスカワールドグリーンランド","熊本県 荒尾市 本井手 1574-54","pnTsaLpdqlzIKZbPCgvnpA","32.987896 130.471208",2
"パスカワールド宇土","熊本県 宇土市 善道寺町綾織 95　宇土シティモール内","5NxTjNl-0qwReneR60grLQ","32.683805 130.669776",2
"スポラ菊陽","熊本県 菊池郡菊陽町 津久礼駄飼代 2617-2","BisffWzydlsxvKEP67XbCw","32.864703 130.808946",2
"プラサカプコン大分","大分県 大分市 公園通り西 2-1　パークプレイス大分2F","bbWW1ghEymkclZAo_3FTgA","33.195361 131.657924",4
"FESTAフリーモールわさだ","大分県 大分市 木上字鉾手 2102　フリーモールわさだ内","ZIaYCmI63rW-fi6bJd4PLg","33.184704 131.568114",2
"ラウンドワンスタジアム大分","大分県 大分市 萩原 2-13-17","ZM4V0Adcwtlj8Hn2VxZtVw","33.248998 131.640179",2
"トライセン萩原","大分県 大分市 萩原 4-227-7　ACS3F","5OKjbT1PP9IdTzfNixBPxA","33.249087 131.643709",2
"ユーズランド三光","大分県 中津市 三光佐知 1032　イオンモール三光2F","1p2m4QM5wYrYjDDoArIj5w","33.560431 131.192061",2
"トライセン中津","大分県 中津市 下池永 67-3","1_D0lme-DE2HlI2YEUD-Tw","33.589652 131.211079",2
"G-pala 日田","大分県 日田市 友田字萩鶴 986-1","OxeyBhQ3ljYV526-3w-Tcw","33.32584 130.911605",2
"namco日向","宮崎県 日向市 日知屋 14798-1　ハイパーモールメルクス日向1F","b7mt1hx0IIKRjBEWvAIL6A","32.450299 131.640104",3
"ラウンドワンスタジアム宮崎","宮崎県 宮崎市 中村東 3-4-60","SX1sE9c6T19sNQOtmObAMg","31.895349 131.417599",2
