name,address,loc_id,latitude&longitude,pcb_count
"ファンタジープラザ港","愛知県 名古屋市港区 当知 2-1501　ポートウォークみなと2F","kkDdVKVxFfdco3ZarptTUQ","","","1"
"ゲームピコ南陽","愛知県 名古屋市港区 春田野 1-330　イオン南陽店3F","2FoS3YWLcrqFURw2-qeSRA","","","1"
"モーリーファンタジー名古屋茶屋","愛知県 名古屋市港区 西茶屋 2-11　イオンモール名古屋茶屋　イオン名古屋茶屋店3F","Ka1-XrScR8G5HWIO50Z9FQ","","","1"
"モーリーファンタジー熱田","愛知県 名古屋市熱田区 六野 1-2-11　イオンモール熱田　イオン熱田店2F","dem8Jggz6dOmh6jzUNSaYQ","","","1"
"名古屋グランドボウル","愛知県 名古屋市緑区 大高町字忠治山 12-1","xAFVwE_emg06fxt4HB18nw","","","1"
"NICOPAなるぱーく","愛知県 名古屋市緑区 浦里 3-232　なるぱーく1F","bXsy5hgG7cMKzleUMkLfYQ","","","1"
"ソユーブレーメンタウン鳴海","愛知県 名古屋市緑区 鳴海町 伝治山3-9　アピタ鳴海店2F","jhHnziapGqel7syniGujKw","","","1"
"モーリーファンタジーワンダーシティ","愛知県 名古屋市西区 二方町 40　mozoワンダーシティ　イオンワンダーシティ店3F","DMm3yyEHeh7g4PqDbVkaIg","","","1"
"あそびの広場名西","愛知県 名古屋市西区 名西 2-33-8　ヨシヅヤ名古屋名西2F","Gou89eKEZQ4jX_ff68y2fQ","","","1"
"GiGO イオンタウン名西","愛知県 名古屋市西区 香呑町 6-49-1　イオンタウン名西2F　区画No.213","y-mqxxL5I_UcVx-KMrweew","","","1"
"アーチ北山バッティングセンター","愛知県 豊橋市 北山町字西ノ原 40-20","nXdGn9gnCbEdsQblMQCoGw","","","1"
"アピタ向山店スタジアム","愛知県 豊橋市 向山町 字中畑1-1　アピタ向山店2F","pLMek_j6_dRJutiy9906dw","","","1"
"NICOPAコムタウン","愛知県 岡崎市 上六名町 宮前1　コムタウン1F","61u3yrMebPBQtdsKU6yB3g","","","1"
"NICOPA岡崎","愛知県 岡崎市 上和田町字南天白 5-1　エルエルタウン2F","_bq6SG95AQiNhR_Yzd3shg","","","1"
"GiGO 岡崎","愛知県 岡崎市 上地 3-50-4","JJUKFKxqqu8AKFeYiXrzbg","","","1"
"西友岡崎店ゲームコーナー","愛知県 岡崎市 戸崎町越舞 2-1　西友岡崎店2F","cGKft5sS8GPcVO7Q_M3vdw","","","1"
"岡崎グランドボウル","愛知県 岡崎市 日名北町 1-1","g8bgax6VjAnSbbbAN_AXMg","","","1"
"G-SQUAREアピタ岡崎北","愛知県 岡崎市 日名北町 4-46　アピタ岡崎北店2F","PXYcMxar-w75s6U5eoPlzA","","","1"
"モーリーファンタジーメガドンキ大和","愛知県 一宮市 大和町毛受字一本松 19　メガドンキ大和店2F","ooDG-wHK-iDzzH_LwCRd7g","","","1"
"アピタ木曽川店ナイル","愛知県 一宮市 木曽川町黒田八ノ通 51-4　アピタ木曽川店2F","nhCQLvOLtu04n7duHR7Phw","","","1"
"モーリーファンタジービバホーム一宮","愛知県 一宮市 羽衣 2-5-2","0Kq9xgVpOFSkBcd_45SSBg","","","1"
"ファンタジープラザ瀬戸","愛知県 瀬戸市 幸町 33　アピタ瀬戸店2F","pval5bVeATPSc8s95Vtkdw","","","1"
"GiGO 東名ボール","愛知県 瀬戸市 西原町 2-114","wRuKibqJ0YXdLIc6xgsZ0g","","","1"
"モーリーファンタジー半田","愛知県 半田市 有楽町 8-7　イオン半田店2F","m0wXpOV77KSOevRidc6r-A","","","1"
"半田グランドボウル","愛知県 半田市 東洋町 2-49-1","wwA0KLNzjTD1OrEt8mYaVw","","","1"
"ゲームピコ半田","愛知県 半田市 青山 1-1-1","-tUbmLc588yX-scM-no4GA","","","1"
"ファンタジープラザ高蔵寺","愛知県 春日井市 中央台 2-5　アピタ高蔵寺店2F","A_3xBTe1t1wU3Fb-RlnQeg","","","1"
"GiGO 春日井","愛知県 春日井市 岩野町 4180","FGp4SEhB9nT2NkBaS_X5wA","","","1"
"モーリーファンタジー新豊川","愛知県 豊川市 白鳥町兎足 1-16　イオン新豊川3F","8diIpYzdVWfRU0J00Wvtwg","","","1"
"ジャムジャムガーデン津島","愛知県 津島市 津島字北新開 351　ヨシヅヤ津島本店3F","JZ8Lf4SeTMHM-OUQeS9QBw","","","1"
"アピタ刈谷店シルクロード","愛知県 刈谷市 南桜町 2-56-1　アピタ刈谷店3F","WeSRNd9WXL4NqeqDQtfu4w","","","1"
"GiGO イオンタウン刈谷","愛知県 刈谷市 東境町京和 1　イオンタウン刈谷内","rYUoXzLtE2SOu7CX14RJfw","","","1"
"アミューズメントプラザマルシン","愛知県 刈谷市 池田町 4-609","0Dm-DivhDrM259mDKT92_A","","","1"
"M'sPARK刈谷","愛知県 刈谷市 稲場町 3-206","sGJo2Mn_qYmmXOU6jzdQUw","","","1"
"ファンタジープラザ豊田元町","愛知県 豊田市 土橋町 2-65　MEGAドン・キホーテUNY豊田元町店2F","ksOsZ4VidC4NLkg8v1_9LQ","","","1"
"あそびばViViD豊田","愛知県 豊田市 東山町 1-5-1　イオン高橋店3F","49o3SWUUKLHRCiQnj1wyJA","","","1"
"GiGO 豊田","愛知県 豊田市 深田町 1-65-1","utvRw5zMR8QOEKzMOGQA5g","","","1"
"GiGO 安城","愛知県 安城市 百石町 2-35-13","sMdP3MbrPQMXa3-zM6Y5DA","","","1"
"ムー大陸西尾","愛知県 西尾市 下町 御城下23-1　おしろタウンシャオ2F","72NOC6-v39VHo5s05esCYQ","","","1"
"スィートガレージ","愛知県 蒲郡市 海陽町 2-2　フェスティバルマーケット2F","TUvs1ipcJcXYr8kj9LhktA","","","1"
"ゲームすぽっとアピタ蒲郡","愛知県 蒲郡市 港町 17-10　アピタ蒲郡店2F","2vTNAsZWgxXuaCED-ewXsg","","","1"
"モーリーファンタジー常滑","愛知県 常滑市 りんくう町 2-20-3　イオンモール常滑　イオンスタイル常滑2F","JWTLxoy7s9V2BeazrbGPJQ","","","1"
"ファンタジープラザ桃花台","愛知県 小牧市 古雅 1-1　MEGAドン・キホーテUNY桃花台店3F","c1RZWd9mwsFhBkUkd_UUPg","","","1"
"G-SQUAREMEGAドン・キホーテUNY小牧","愛知県 小牧市 堀の内 3-15　MEGAドン・キホーテUNY小牧店2F","bLNMZk01XOmMgm0TmudiCQ","","","1"
"ピーターパンと仲間たち小牧","愛知県 小牧市 東 1-126　イオン小牧2F","sWbZ7P7TfZSdqofnOx7FAg","","","1"
"稲沢グランドボウル","愛知県 稲沢市 井之口大坪町 80-1","hel2N-y9u1pnvn0OZ3nmJA","","","1"
"ファミリーアミューズメント新城","愛知県 新城市 宮ノ後 68-3　ピアゴ新城店2F","7JBpCHHEqdOxXd5f3gIKsg","","","1"
"アミューズメントプラザワイド","愛知県 東海市 名和町二番割上 16-2","zlilUZsLgDtlrXdC6g71wA","","","1"
"アピタ東海荒尾店プラネット","愛知県 東海市 荒尾町山王前 20　アピタ東海荒尾店2F","Uyvp6L8f_FOiAPHt--Emyg","","","1"
"ファンタジックランド知立","愛知県 知立市 上重原町 己ノ池53-1　ドミースーパーセンター知立店1F","Hlr7Cz7TbylBy22VN8dVpg","","","1"
"ファンタジックランド高浜","愛知県 高浜市 神明町 8-20-1　Tぽーと2F","2nfzcDkk9U71AuXx04t_iQ","","","1"
"ファンタジープラザ岩倉","愛知県 岩倉市 旭町 1-25　アピタ岩倉店2F","8K0eUkRAx7tZd5I9FNJ0ZA","","","1"
"ヨシヅヤ佐屋","愛知県 愛西市 須依町前田面 95-1","OtvI84p-x-lBLHtR3ilxhA","","","1"
"ヨシヅヤ師勝","愛知県 北名古屋市 鹿田 1929","yGlybOwTfH91jkNgA_uL7w","","","1"
"ベイシア三好","愛知県 みよし市 根浦町 4-6-27　ベイシア三好店内","In4tjBse5s0nVle5eh-F3w","","","1"
"モーリーファンタジー長久手","愛知県 長久手市 勝入塚 501　イオンモール長久手　イオンスタイル長久手3F","YoXnIo2XFOeDUQY_r-Q3Xw","","","1"
"G-SQUAREアピタ長久手","愛知県 長久手市 戸田谷 901-1　アピタ長久手店2F","5y7eiFnSl4HcOKON79ESHA","","","1"
"モーリーファンタジー扶桑","愛知県 丹羽郡扶桑町 南山名字高塚 5-1　イオンモール扶桑　イオン扶桑店2F","EN7fENPtHfoChCo0J1a6ww","","","1"
"ViViD蟹江","愛知県 海部郡蟹江町 桜 1-212　ヨシヅヤJR蟹江駅前店2F","g4cZZhcqk4i-0X8VVzm13w","","","1"
"パルス武豊","愛知県 知多郡武豊町 西田崎 19-1　ピアゴ武豊店2F","ERkWcftImgTFN3dZIuGsAw","","","1"
"G-EXPRESSアピタ阿久比","愛知県 知多郡阿久比町 椋岡 字徳吉1-12　アピタ阿久比店2F","Gus708WlFosufJQgM78ldg","","","1"
"ラウンドワン津・高茶屋","三重県 津市 高茶屋小森町 277-8","KFHPVXAmVC0crqK3fWMMaw","","","3"
"namcoイオンモール鈴鹿","三重県 鈴鹿市 庄野羽山 4-1-2　イオンモール鈴鹿2F","0RnKRulw_rsU2F5MHZ7lxg","","","3"
"ラウンドワンスタジアムみえ・川越IC","三重県 三重郡川越町 南福崎 851-1","s_0VkPZWNDpl7L8WxAu22g","","","3"
"モーリーファンタジー津城山","三重県 津市 久居小野辺町 1130-7　イオンタウン津城山　マックスバリュ津城山店2F","PwGX8WrrXfH5s9dX44rWWw","","","2"
"ゲームパークMECHA久居","三重県 津市 久居明神町 風早2660　イオン久居店2F","FYhpkacUQAHONON0U8uATg","","","2"
"PALOイオンモール津南","三重県 津市 高茶屋小森町 145　イオンモール津南3F","v7egYpiLlVfy9h86vBjWhA","","","2"
"GiGO トナリエ四日市","三重県 四日市市 安島 1-3-31　トナリエ四日市5F","-M9L7cqFfHMWf9nqYcA0ZA","","","2"
"NICOPAイオンモール四日市北","三重県 四日市市 富州原町 2-40　イオンモール四日市北2F","5xWZgOp29YBUC55zO37qlw","","","2"
"カヨーゲームランド","三重県 四日市市 日永 4-2-41　日永カヨーSC2F","9xoRkCSXi5TsT4JHR1y1fA","","","2"
"アピナ四日市","三重県 四日市市 泊小柳町 4-34","wpt7HVJFEH183x0u6gY6iQ","","","2"
"モーリーファンタジー四日市泊","三重県 四日市市 泊小柳町 4-5　イオンタウン四日市泊2F","SRGazLnduywWUkXQ6GNSzg","","","2"
"モーリーファンタジー伊勢ララパーク","三重県 伊勢市 小木町曽祢 538　イオンタウン伊勢ララパーク2F","hrKUfCRAcqrROgLcbxlfqA","","","2"
"NICOPAイオン伊勢","三重県 伊勢市 楠部町 乙160-2　イオン伊勢店2F","ZOKFb7YDMdQx5xWPpjf9-Q","","","2"
"バンダイバッティングドームみくも","三重県 松阪市 久米町 1216　バンダイワールド内","sUSROJed_yCxkWoUXv55dg","","","2"
"GiGO アドバンスモール松阪","三重県 松阪市 田村町 235-1　アドバンスモール松阪内","bm5a1HTDzK97nXXTJ1dGUQ","","","2"
"アピナ松阪","三重県 松阪市 船江町 1392-27　イオンタウン松阪船江A棟2F","TW79e_dBFTGzOa2V-rnCsw","","","2"
"GiGO クレーンゲームオアシスイオンモール桑名","三重県 桑名市 新西方 1-22　イオンモール桑名3番街1F","5Jd27U6lFNcLoZCoPFFwBg","","","2"
"ナガシマスパーランド","三重県 桑名市 長島町浦安 333","WZEy6-hnkuE1ZOnYqmEr3Q","","","2"
"ハローズガーデン鈴鹿","三重県 鈴鹿市 南玉垣町 3628　MEGAドン・キホーテUNY鈴鹿店2F","34fT30TPaexSUqQ6bXj5rw","","","2"
"モーリーファンタジーイオン鈴鹿","三重県 鈴鹿市 庄野羽山 4-1-2　イオンモール鈴鹿　イオン鈴鹿店2F","I9rNntk3IQ4u0y_sY36aJA","","","2"
"アピナ鈴鹿","三重県 鈴鹿市 庄野羽山 4-20-1　イオンタウン鈴鹿2F","-T2FTXvSftEc9HIQac2dwA","","","2"
"アミパラ鈴鹿","三重県 鈴鹿市 西條町字東澤 430-1","98mZOKMJ_0SPLJ8-0FmtEw","","","2"
"ドリームキャンディー","三重県 伊賀市 小田町 711","prtvJ6EfeECaoZXtHzkokg","","","2"
"楽市楽座イオンモール東員","三重県 員弁郡東員町 長深字築田 510-1　イオンモール東員3F","rUXsTELXxHdAOToBAhqhog","","","2"
"アソビックスゲームワールド","三重県 三重郡朝日町 小向 181　アソビックスあさひ内","aiQau96VCgw1cfZMiTevFA","","","2"
"タイトーステーションイオンモール明和","三重県 多気郡明和町 中村 1223　イオンモール明和2F","M4VbNDxG_feoOCl8PKrwcg","","","2"
"GiGO 久居","三重県 津市 久居明神町風早 2534-1　久居インターガーデン内","potC0Rk1lFPXoC4pDCm1ww","","","1"
"UP・DOスポーツスタジアム津","三重県 津市 神戸 203-13","NB4O_qlvpY6Mnr5Z8XKrhg","","","1"
"モーリーファンタジー津南","三重県 津市 高茶屋小森町 145　イオンモール津南　イオンスタイル津南3F","GJpvfAkDR5LUH1Om7iauWg","","","1"
"モーリーファンタジー四日市北","三重県 四日市市 富州原町 2-40　イオンモール四日市北　イオン四日市北店2F","xSlb8UUirDmTote884dCFQ","","","1"
"モーリーファンタジー四日市尾平","三重県 四日市市 尾平町 字天王川原1805　イオン四日市尾平SC　イオン四日市尾平店3F","p_NsX9rngDAZiPWY8mtVsQ","","","1"
"GiGO 生桑","三重県 四日市市 生桑町字川原崎 299-1","fA52hitDDSF7YNZJLh9ILw","","","1"
"GiGO 伊勢","三重県 伊勢市 中須町 666","A_FPPchUh5wgGZQir--j5A","","","1"
"ファンタジープラザ松阪三雲","三重県 松阪市 市場庄町 1266-1　アピタ松阪三雲店内","nTU5b4lT8o77c2VwQR8vNw","","","1"
"NICOPA桑名","三重県 桑名市 中央町 3-21　アピタ桑名店2F","T-xBEvHrva6OEpDNbKkKxA","","","1"
"GiGO 桑名","三重県 桑名市 江場 1578","LWsRMf4KzP0_zSdMsCP3Sg","","","1"
"鈴鹿グランドボウル","三重県 鈴鹿市 三日市町赤土田 1053","0giDQHc3dRhI8QMy05FAEw","","","1"
"NICOPAそよら鈴鹿白子","三重県 鈴鹿市 白子駅前 3-1　そよら鈴鹿白子2F","zKpzT8NPQJiwIqhLY7Ifyw","","","1"
"ファンタジープラザ名張","三重県 名張市 下比奈知 3100-1　MEGAドン・キホーテUNY名張店2F","3bXugxs9o02etFXr1j3lDg","","","1"
"モーリーファンタジー名張","三重県 名張市 元町 376　イオン名張店3F","mLBJAgQg1u4aS50-Fzcg0w","","","1"
"GiGO 名張","三重県 名張市 希央台3番町 15","XBBi5FBbsA9JN5wPdoJW2A","","","1"
"戸田家","三重県 鳥羽市 鳥羽 1-24-26　戸田家内ゲームコーナー","tYXeev0YmYfmTab_N_pltw","","","1"
"ゲームピコ大安","三重県 いなべ市 大安町高柳 1945　イオン大安店2F","MTUwo-0HTbFHmv6j_sxXIQ","","","1"
"モーリーファンタジー阿児","三重県 志摩市 阿児町鵜方 3215　阿児SC　イオン阿児店2F","eemupdztoWvxR9cK42OPjQ","","","1"
"モーリーファンタジー伊賀上野","三重県 伊賀市 上野茅町 2519　イオン伊賀上野店2F","OtvFsxrzDVopWxr0kx-5Yg","","","1"
"アピタ伊賀上野","三重県 伊賀市 服部町 1788","_NS2Zsmn03mBvr4F-T30NA","","","1"
"モーリーファンタジー東員","三重県 員弁郡東員町 長深字築田 510-1　イオンモール東員　イオン東員店3F","qgWKEklTAfDIPZqlFXvQ4w","","","1"
"マックスバリュ多気","三重県 多気郡多気町 仁田 750　マックスバリュ多気店内ゲームコーナー","p3qzGO79W60OPgC4PNpg6A","","","1"
"モーリーファンタジー明和","三重県 多気郡明和町 中村 1223　イオンモール明和　イオン明和店2F","v_jIyB4M9N7EiNUwA9Qu-Q","","","1"
"滋賀レジャーランド大津","滋賀県 大津市 におの浜 3-1-43","ma-2Lzmty6Hxy2QrJfPMTA","","","4"
"ピエリ守山アミューズパーク","滋賀県 守山市 今浜町 2620-5　琵琶湖クルージングモール　ピエリ守山1F","7AaO10L1JbhdQXN712g_og","","","4"
"ラウンドワンスタジアム浜大津アーカス","滋賀県 大津市 浜町 2-1　浜大津アーカス内","x5uzPBNvllFb0wu8FGJbqw","","","3"
"namcoビバシティ彦根","滋賀県 彦根市 竹ケ鼻町 43-1　ビバシティ彦根2F","dY6V_8zonTZg3J1kjlsVSw","","","3"
"ゲームランド草津","滋賀県 草津市 新浜町 300　イオンモール草津3F","PwRR7fvv5tLCMwCjRRNrMg","","","3"
"モーリーファンタジー大津一里山","滋賀県 大津市 一里山 7-1-1　フォレオ大津一里山2F","8MEN2hcf8-RGCBewhMEhWQ","","","2"
"エースレーン堅田","滋賀県 大津市 今堅田 2-40-10　ACT堅田2F","8yaKrOHEZTaVxAvBSU3C9w","","","2"
"ASOBLEオーミー大津テラス","滋賀県 大津市 打出浜 14-30　Oh！Me大津テラス5F　502","Lk-NP8EH3IoTVMMF58i49g","","","2"
"タイトーFステーションイオン近江八幡","滋賀県 近江八幡市 鷹飼町南 3-7　イオン近江八幡SC2番街　イオン近江八幡店1F","KtAFGVY8_cbLzlaHlstbQg","","","2"
"アミパラ草津","滋賀県 草津市 木川町 72","qT_0oMV8D8s6Ukq985V-AQ","","","2"
"GiGO エイスクエア草津","滋賀県 草津市 西渋川 1-23-23　草津駅前SC　A-SQUARE SARA南棟2F","5KpeP7SDk4S3AX0ZnLdKGA","","","2"
"アクション草津","滋賀県 草津市 野路 3-1-11　ACT草津2号館","g_9HNy3c2xEmMvZJuYGeCQ","","","2"
"ふぇすたらんど守山","滋賀県 守山市 播磨田町 185-1　モリーブ2F","kVnOcn59DGSnH3oY721JjQ","","","2"
"namcoアルプラザ水口","滋賀県 甲賀市 水口町名坂 419-1　アル・プラザ水口別館2F","PcOwNhZGJn1cRsE-43Iqbg","","","2"
"GiGO アル・プラザ八日市","滋賀県 東近江市 八日市浜野町 3-1　ショッピングプラザアピア4F","09UBqMzg3cvruP6uMMS9qQ","","","2"
"アピナキッズパーク大津京","滋賀県 大津市 二本松 1-1　BRANCH大津京A棟","mhR5RhwJmWGPx7dwHdwoWA","","","1"
"スキップパーク堅田","滋賀県 大津市 本堅田 5-20-10　アル･プラザ堅田3F","67lXkkAmRabKdT-OI846xQ","","","1"
"イオンタウン彦根ゲームコーナー","滋賀県 彦根市 古沢町 255-1　イオンタウン彦根内","t6_V-G8GVqZ8es2XNjxGPw","","","1"
"モーリーファンタジーベイシア彦根","滋賀県 彦根市 馬場 2-1-1　ベイシア彦根店1F","up6YUMZqij3JaEiaVPDMFw","","","1"
"スペースプラネット長浜","滋賀県 長浜市 八幡東町 9-1　西友長浜楽市店3F","avMWkKmgOIqrE0BwUc9yyg","","","1"
"ユーイング アル・プラザ長浜","滋賀県 長浜市 小堀町 450　アル･プラザ長浜2F","BmoHurDnijBZP9Y7qsMDOw","","","1"
"モーリーファンタジー長浜","滋賀県 長浜市 山階町 271-1　イオン長浜SC　イオン長浜店2F","nANsShRdglk9aNXe6fQTiA","","","1"
"エースレーン近江八幡","滋賀県 近江八幡市 出町 736　ACT近江八番2番館1F","wGSl06IUY9mH72JbAlogzA","","","1"
"モーリーファンタジーイオン近江八幡","滋賀県 近江八幡市 鷹飼町南 3-7　イオン近江八幡SC　イオン近江八幡店3F","a0--C4s8Qs70iDSXzOW4JQ","","","1"
"モーリーファンタジー草津","滋賀県 草津市 新浜町 300　イオンモール草津　イオン草津店3F","uSm5MJR2QVg8l-S9g2AvWQ","","","1"
"エースレーン守山","滋賀県 守山市 播磨田町 231-4　ACT守山3番館2F","1VCqd5zyYCNSj372whb-0w","","","1"
"プラザパルAP栗東","滋賀県 栗東市 綣 2-3-22　アル・プラザ栗東2F","jKGS0GvD0E3Vsu_2SWJt_Q","","","1"
"クレーン倉庫あそびば水口","滋賀県 甲賀市 水口町北泉 1-131","BlcJYL6zrkpSn5siIa1YQQ","","","1"
"イオンタウン野洲ゲームコーナー","滋賀県 野洲市 乙窪 480-1　イオンタウン野洲内","ExVrMTWGsFOnUGZS4hfWYA","","","1"
"ユーイング アル・プラザ野洲","滋賀県 野洲市 小篠原 1000　アル･プラザ野洲内","HnVl93lWWng-HzFAD4t9rA","","","1"
"GiGO 甲西","滋賀県 湖南市 夏見二ツ橋 356-1","jZESgt4UajgAlbwlc4ynQw","","","1"
"イオンタウン湖南ゲームコーナー","滋賀県 湖南市 岩根 4580　イオンタウン湖南内","am_LzZrjiX7yjn0fa-W6JA","","","1"
"GiGO 平和堂あどがわ","滋賀県 高島市 安曇川町西万木 55　平和堂あどがわ店内","X-AUHSDv9D_cVDS5C2wjTw","","","1"
"バンダイナムコ Cross Store 京都","京都府 京都市南区 西九条鳥居口町 1　イオンモールKYOTO　Sakura館4F","YGFnfpv6GKnsaLGg3h91Fw","","","9"
"ラウンドワン京都河原町","京都府 京都市中京区 河原町通三条下る山崎町 250","bY9a4pST8rybbdVCYuuXCQ","","","5"
"サープラ京都あそびタウン","京都府 京都市中京区 西ノ京栂尾町 107　BiVi二条2F","RbVHDJdkwkb3c9xd025VBA","","","3"
"アミューズメントCUE京都円町","京都府 京都市中京区 西ノ京西円町 40","tzBn7ti9d4K_ZpLvYd6P1w","","","3"
"ラウンドワンスタジアム京都伏見","京都府 京都市伏見区 下鳥羽平塚町 131","wxIFO4huSpNdlLwuPEkJVA","","","3"
"あそVIVAゲームセンター","京都府 福知山市 堀上高田 2146-1　あそVIVA1F","nGZQjG4WFx9d0M73aGxRJg","","","3"
"namcoアルプラザ城陽","京都府 城陽市 富野荒見田 112　アル・プラザ城陽4F","niK6LNci_LyN9Wzv7r6h2g","","","3"
"モーリーファンタジー高の原","京都府 木津川市 相楽台 1-1-1　イオンモール高の原　イオン高の原店4F","J7e7o1XHru6N212sCFodcg","","","3"
"GiGO MOMOテラス京都伏見","京都府 京都市伏見区 桃山町山ノ下 32　MOMOテラス別館2F","xvtHs7GOakdC9YeV9RNO_w","","","2"
"パルケ上賀茂","京都府 京都市北区 上賀茂西河原町 1-1","rZRp1x0XI4W1dW5d3TY8mw","","","2"
"楽市楽座イオンモール京都桂川","京都府 京都市南区 久世高田町 376-1　イオンモール京都桂川3F　3051区画","QTW-xiQEHy--wHc6A7BSNA","","","2"
"モーリーファンタジー京都桂川","京都府 京都市南区 久世高田町 376-1　イオンモール京都桂川　イオンスタイル京都桂川3F","kxMO-RYoXnUh190y2MzUkQ","","","2"
"プレイランド京都","京都府 京都市右京区 山ノ内池尻町 1-1　京都ファミリー3F","LV5MmiMErz-rqAlDg-blAg","","","2"
"プラサカプコン京都","京都府 京都市右京区 西院追分町 25-1　イオンモール京都五条3F","KKWDXFcZkgkbWw5phqwN7Q","","","2"
"モーリーファンタジー京都五条","京都府 京都市右京区 西院追分町 25-1　イオンモール京都五条　イオン京都五条店2F","0mLsc-fbAl-CejGV8dNlCw","","","2"
"モーリーファンタジー洛北阪急スクエア","京都府 京都市左京区 高野西開町 36　洛北阪急スクエア2F　2180","WPp0IHNMvJABOmc106qlGw","","","2"
"namcoらぽーる","京都府 舞鶴市 南浜町 27-5　らぽーる3F","aYSYChaHdgntdFBUzfl_qA","","","2"
"namcoアルプラザ宇治東","京都府 宇治市 莵道平町 28-1　アル・プラザ宇治東3F","CQllSRq7Vmm-6Bn06xrXEQ","","","2"
"namcoミップル","京都府 宮津市 浜町 3012　宮津シーサイドマートMipple5F","jyAXOAM93uqLd54ulTfo5w","","","2"
"アミューズメントパークあそびばイオン亀岡","京都府 亀岡市 古世町 西中坪101　イオン亀岡店3F","OptzuRGtSlUamV6UD9PP2g","","","2"
"ファインワールド亀岡","京都府 亀岡市 古世町 西内坪101　イオン亀岡店3F","t1QiyXHIvYivjIflwHP1kw","","","2"
"レインボーランド長岡","京都府 長岡京市 開田 4-7-1　イズミヤ長岡店2F","SwsR-ZDJ46jr9LooyPr_qw","","","2"
"タイトーステーションイオンモール高の原","京都府 木津川市 相楽台 1-1-1　イオンモール高の原4F","S5iTiYyd6HRuYM6PZmmSig","","","2"
"アミパラ久御山","京都府 久世郡久御山町 森 大内337　イオンタウン久御山内","kE9wqLXYZ72SNCMOD716sA","","","2"
"モーリーファンタジー久御山","京都府 久世郡久御山町 森南大内 156-1　イオンモール久御山　イオン久御山店2F","nou_E9jQmqKxKOoCy2Kotg","","","2"
"GiGO アル・プラザ醍醐","京都府 京都市伏見区 醍醐高畑町 1-37　アル･プラザ醍醐3F","eR4q_5MEsFn_ZdjKfPkatg","","","1"
"モーリーファンタジー桂南","京都府 京都市南区 久世上久世町 485　ダイエー桂南店2F","hPf9fE3hXieCy0PNcDPPyA","","","1"
"モーリーファンタジー洛南","京都府 京都市南区 吉祥院御池町 31　イオン洛南SC　イオン洛南店2F","8kqpVlvLwkBlzUL5Izt2Yg","","","1"
"モーリーファンタジー福知山","京都府 福知山市 岩井 79-8　イオン福知山店2F","bBSge_WfKsi0alu1Z4yj1Q","","","1"
"キッズワールドさとうバザールタウン舞鶴","京都府 舞鶴市 伊佐津 200-5　さとうバザールタウン舞鶴内","JveGw03in0shmTZ93jWKqg","","","1"
"モーリーファンタジー綾部","京都府 綾部市 綾中町 花ノ木30　さとうバザールタウン綾部アスパ館2F","cPw7MI6FC2GN-PtF4Yiz-g","","","1"
"タカラ島亀岡","京都府 亀岡市 篠町野条上又 11-1　アル・プラザ亀岡3F","Y91-6czmSVEP67C-TyETQA","","","1"
"NICOPA八幡","京都府 八幡市 八幡一ノ坪 23-1　イズミヤ八幡店1F","71ydreKMl-wy9wMmF4DC4Q","","","1"
"GiGO アル・プラザ京田辺","京都府 京田辺市 田辺中央 5-2-1　アル・プラザ京田辺3F","KwfTUfdbQ3dfEo0Y122nGA","","","1"
"タカラ島峰山","京都府 京丹後市 峰山町新町 1606-1　SCマイン4F","qdC0FYJ4ffvR-LdHg2fq3Q","","","1"
"アミュージアム木津川","京都府 木津川市 州見台 1-1-1-1　ガーデンモール木津川2F","3bIeYhLIjVqSs6TXR6d3aQ","","","1"
"namco梅田","大阪府 大阪市北区 小松原町 3-3　OSビル1～3F","LCI0iXEtSn8q48CMTp31cA","","","10"
"ラウンドワンスタジアム千日前","大阪府 大阪市中央区 難波 1-3-1","MVUXKbrszIHDDo0Ac5hR3A","","","9"
"GiGO 大阪道頓堀本店","大阪府 大阪市中央区 道頓堀 1-8-22","9yLtPLYvhFWoCk_Y9X1UzA","","","8"
"namcoららぽーと堺2F","大阪府 堺市美原区 黒山 22-1　ららぽーと堺2F","doz2G_IoOm8GK3StKmGNPw","","","8"
"namcoららぽーと門真","大阪府 門真市 松生町 204-3　ららぽーと門真3F","kml_j3RZog__CnXjweil9g","","","8"
"GiGO あべのキューズモール","大阪府 大阪市阿倍野区 阿倍野筋 1-6-1　あべのキューズモール3F　Q-332","TG1RAkJqffxIonjRFfwGWA","","","7"
"ラウンドワン梅田","大阪府 大阪市北区 小松原町 4-16","taxoTRMPY-gM6NmIRmu4bA","","","6"
"namcoイオンモール鶴見緑地","大阪府 大阪市鶴見区 鶴見 4-17-1　イオンモール鶴見緑地4F","g10xy42ESGkrvvEpJDeFFw","","","6"
"GiGO あべのアポロ3F","大阪府 大阪市阿倍野区 阿倍野筋 1-5-31　アポロビル3F","nui6xmZI1X5GWsvYBqLiGA","","","5"
"タイトーステーションアリオ八尾","大阪府 八尾市 光町 2-3　イトーヨーカドーアリオ八尾店3F","qq8e7_KoZ4N1m5kvnoo9Lw","","","5"
"ヨドバシカメラマルチメディア梅田","大阪府 大阪市北区 大深町 1-1　ヨドバシカメラマルチメディア梅田店5F　ヨドバシキャッチャー","6nYb1lmhHBDcMWnxP0BZfQ","","","4"
"GiGO 今福","大阪府 大阪市城東区 今福東 1-9-34","lfniabigtUGQPWjLr8EMzw","","","4"
