ken,mise,basyo
"神奈川県","タイトーステーション海老名ビナウォーク店","神奈川県海老名市中央１−１８−１　ビナウォーク６番館２Ｆ"
"神奈川県","タイトーステーション 横浜西口五番街店","神奈川県横浜市西区南幸１−１２ー９　7階"
"神奈川県","タイトーステーション 藤沢店","神奈川県藤沢市南藤沢２１−１"
"神奈川県","ソユーゲームフィールド上大岡店","神奈川県横浜市港南区上大岡西１−１８−３　ミオカリスト館６階"
"神奈川県","パソピアード横浜","神奈川県横浜市西区南幸１−５−２４相鉄ビル１Ｆ"
"神奈川県","小田原メトロポリス","神奈川県小田原市前川字相坪219-4"
"神奈川県","ゲームコスモ金沢文庫店","神奈川県横浜市金沢区谷津町344"
"神奈川県","アリオ橋本店","神奈川県相模原市緑区大山町１−２２アリオ橋本店２階プレビプレイランド"
"神奈川県","タイトーFステーション向ヶ丘遊園店","神奈川県川崎市多摩区登戸2718-1"
"新潟県","ラウンドワン新潟店","新潟県新潟市中央区美咲町２－１－３８"
"新潟県","メジャーロード24","新潟県見附市今町4-20-568-1"
"新潟県","メジャーロード黒埼","新潟県新潟市西区山田３３０３番地"
"新潟県","上越レジャーランボウル","新潟県上越市下門前薬島827-2"
"新潟県","アピナ長岡店","新潟県長岡市堺東町２２"
"新潟県","タイトーＦステーション上越店","新潟県上越市富岡3524 J-MAXシアター内1F"
"新潟県","ｎａｍｃｏ新潟店","新潟県新潟市中央区南笹口１−１−１　ひもろぎビル２Ｆ"
"富山県","トヤマレジャーランド呉羽店","富山県富山市高木字貝塚2054"
"富山県","アピナ富山南店","富山県富山市堀川町３５５−３　マイプラザ内"
"富山県","ユーズランド高岡店","富山県高岡市下伏間江３８３イオンモール高岡２Ｆ"
"富山県","ゲームスポットアップル","富山県魚津市吉島二丁目４０７−１"
"石川県","GiGOイオンタウン金沢示野","石川県金沢市戸板西2-1"
"石川県","ラウンドワン金沢店","石川県金沢市横川６－１２０－１"
"石川県","バイパスレジャーランド藤江本館","石川県金沢市藤江南2-41"
"石川県","バイパスレジャーランド藤江新館","石川県金沢市藤江南2-105"
"石川県","バイパスレジャーランド加賀店","石川県加賀市箱宮町ヲ1-1"
"石川県","ゲーム・パラダイス","石川県金沢市堀川新町５−１ｱﾐｭｰｽﾞﾒﾝﾄｽｸｴｱ3Ｆ"
"石川県","タイトーステーション 金沢店","石川県金沢市片町２−１−７宇都宮片町ビル　1F"
"福井県","GiGO武生","福井県越前市新町3-13-4"
"福井県","GiGO福井","福井県福井市丸山1-410"
"福井県","ＪＯＹＬＡＮＤ敦賀店","福井県敦賀市木崎４０号土三田１２番"
"福井県","フクイレジャーランドワイプラザ店","福井県福井市新保北1-303　ヤスサキワイプラザＢ棟2Ｆ"
"福井県","福井レジャーランド板垣店","福井県福井市下馬３−１０1"
"山梨県","ラウンドワン山梨・石和店","山梨県笛吹市石和町広瀬７３７－１"
"山梨県","ゲームパニック甲府","山梨県甲府市国母5-20-24"
"長野県","セガワールド豊科","長野県安曇野市豊科南穂高1115"
"長野県","GiGO松本","長野県松本市渚1-7-1 なぎさライフサイト内"
"長野県","GiGO岡谷","長野県岡谷市塚間町2-1-21"
"長野県","ラウンドワン長野店","長野県長野市東和田８２７－６"
"長野県","アピナ長野大橋店","長野県長野市若里７−９−１２"
"長野県","アピナ伊那店","長野県伊那市大字西町５０９３"
"長野県","アピナ松本店","長野県松本市双葉１９−１０"
"長野県","アピナ塩尻店","長野県塩尻市広丘野村１７９４−１"
"長野県","アピナ飯田店","長野県飯田市座光寺３７２８−１"
"長野県","アピナ佐久インター店","長野県佐久市岩村田北１−１３−１"
"長野県","アピナ上田店","長野県上田市秋和３５９−１"
"長野県","THE 3RD PLANET 長野大通り店","長野県長野市鶴賀権堂町1506-3 長電権堂第2ビル1階"
"岐阜県","セガワールド高山","岐阜県高山市上岡本町7-7"
"岐阜県","GiGOマーゴ関","岐阜県関市倉知516"
"岐阜県","ラウンドワンモレラ岐阜店","岐阜県本巣市三橋１１００"
"岐阜県","アピナ各務原店","岐阜県各務原市蘇原花園町２丁目９番地１"
"岐阜県","岐阜レジャーランド穂積店","岐阜県瑞穂市稲里630番地"
"岐阜県","大垣メトロポリス","岐阜県大垣市三塚町西沼５３−１"
"岐阜県","ゲームハウスアリババ","岐阜県大垣市池尻町９４０−１"
"岐阜県","ゲームゾーン各務原店","岐阜県各務原市鵜沼各務原町５−２８６ ペタルビル１Ｆ"
"岐阜県","Ａ．Ｃ．グランド","岐阜県岐阜市茜部大川1-77"
"静岡県","GiGO静岡","静岡県静岡市葵区七間町4"
"静岡県","GiGOサントムーン柿田川","静岡県駿東郡清水町玉川61-2 サントムーン柿田川2F"
"静岡県","GiGO掛川","静岡県掛川市細田248"
"静岡県","GiGO袋井","静岡県袋井市川井1142-1"
"静岡県","ラウンドワン富士店","静岡県富士市八代町４－１５"
"静岡県","ラウンドワン浜松店","静岡県浜松市東区天王町諏訪１９８１－１７"
"静岡県","ラウンドワン静岡・駿河店","静岡県静岡市駿河区手越７５"
"静岡県","アピナ焼津店","静岡県焼津市道原５８５"
"静岡県","アピナ浜松店","静岡県浜松市中区葵西２−２７−１０"
"静岡県","アップル新北街道店","静岡県静岡市葵区沓谷5-13-4"
"静岡県","アップルグランリバー大井川店","静岡県焼津市下江留１３２７"
"静岡県","アップル島田店","静岡県島田市宝来町8-5"
"静岡県","スタジオプリモ沼津店","静岡県沼津市大手町３−４−１沼津ラクーン3Ｆ"
"静岡県","タイトーステーション新浜松ザザシティ店","静岡県浜松市中区鍛冶町１５サザンシティ西館２Ｆ"
"静岡県","ジョイランドアミューズ諏訪店","静岡県沼津市大諏訪２０−２"
"静岡県","THE 3RD PLANET OZ浜松店","静岡県浜松市東区宮竹町322-1"
"静岡県","THE 3RD PLANET 富士店","静岡県富士市永田町２−９９"
"静岡県","THE 3RD PLANET 焼津店","静岡県焼津市八楠3-18-5"
"静岡県","THE 3RD PLANET 島田店","静岡県島田市中溝町2531"
"静岡県","THE 3RD PLANET BiVi沼津店","静岡県沼津市大手町1-1-5"
"静岡県","タイトーＦステーション静岡","静岡県静岡市葵区呉服町２−５−４　ふしみや第２ビル"
"静岡県","ACT御殿場店","静岡県御殿場市東山296-1"
"静岡県","ポート２４浜松店","静岡県浜松市西区坪井町4183-1"
"静岡県","マルハンSUPERWAVE静岡","静岡県静岡市清水区鳥坂８６０　フレスポ2階西"
"愛知県","GiGO金山","愛知県名古屋市熱田区金山1-19-2"
"愛知県","GiGO春日井","愛知県春日井市岩野町4180"
"愛知県","GiGO尾西","愛知県一宮市篭屋3-9-7 アソビックスびさい1F"
"愛知県","GiGOマーケットスクエアささしま","愛知県名古屋市中村区平池町4丁目60番地14号"
"愛知県","GiGOイオンタウン刈谷","愛知県刈谷市東境町京和１"
"愛知県","GiGO豊田","愛知県豊田市深田町1-65-1"
"愛知県","GiGO安城","愛知県安城市百石町2-35-13"
"愛知県","アミューズメントプラザマルシン","愛知県刈谷市池田町4-609"
"愛知県","GiGO豊橋飯村","愛知県豊橋市飯村町字西山25-121"
"愛知県","GiGO岡崎","愛知県岡崎市上地3-50-4"
"愛知県","ラウンドワン千種店","愛知県名古屋市千種区新栄3-20-17タイホー千種駅南ビル８Ｆ"
"愛知県","ラウンドワン鳴海店","愛知県名古屋市緑区鳴海町杜若２８"
"愛知県","ラウンドワン中川１号線店","愛知県名古屋市中川区法蔵町２－２３"
"愛知県","ラウンドワン西春店","愛知県北名古屋市宇福寺神明１５"
"愛知県","ラウンドワン半田店","愛知県半田市瑞穂町６－７－８"
"愛知県","ラウンドワン豊橋店","愛知県豊橋市大岩町岩田２７－２"
"愛知県","コムテックスクウェア","愛知県名古屋市中区金山1-16-8"
"愛知県","コムテックプラザ赤池","愛知県日進市赤池１−２９０１"
"愛知県","ゲームコング","愛知県豊田市広路町2-20"
"愛知県","楽市街道 名古屋店","愛知県北名古屋市中之郷神明４５−１"
"愛知県","名古屋レジャーランド大高店","愛知県名古屋市緑区忠治山201番地　グランドボウルB2F"
"愛知県","名古屋レジャーランド内田橋店","愛知県名古屋市南区内田橋2-26-22"
"愛知県","Ｌａ・Ｆｉｅｓｔａ","愛知県豊橋市広小路１−６−２フェイス豊橋ビルＢ１"
"愛知県","タイトーステーション 大須店","愛知県名古屋市中区大須３−２０−７"
"愛知県","タイトーステーションフェドラ大須店","愛知県名古屋市中区大須３−３０−３１萬松寺駐車場ビル1階・2階"
"愛知県","M's PARK豊田店","愛知県豊田市寿町３−２１、２２"
"愛知県","M's PARK刈谷店","愛知県刈谷市稲場町３−２０６"
"愛知県","ＡＤＸマミー岡崎店","愛知県岡崎市井田新町６−１"
"愛知県","ＡＤＸマミー出川店","愛知県春日井市不二ヶ丘１丁目５番地"
"愛知県","半田メトロポリス","愛知県半田市旭町３−１１−１"
"愛知県","豊川メトロポリス","愛知県豊川市下長山町上アライ１４−１"
"愛知県","小牧メトロポリス","愛知県小牧市間々片山１８１"
"愛知県","ユーズランド東浦店","愛知県知多郡東浦町緒川旭１３−２イオンモール東浦２Ｆ"
"愛知県","オークランドボウル春日井","愛知県春日井市鳥居松町３−１１　オークランドボウル１階ゲームコーナー"
"愛知県","コムテックタワー","愛知県名古屋市中村区名駅４−１０−２０"
"愛知県","ファンタジープラザ名古屋","愛知県名古屋市北区玄馬町２３４−１MEGAﾄﾞﾝ・ｷﾎｰﾃ名古屋本店クロスタウン２階"
"愛知県","ゲーム キングジョイ","愛知県名古屋市中区栄3-3-32"
"三重県","GiGO生桑","三重県四日市市生桑町字川原崎299-1"
"三重県","GiGO桑名","三重県桑名市大仲新田宮前158"
"三重県","GiGO伊勢","三重県伊勢市中須町666"
"三重県","GiGOアドバンスモール松阪","三重県松阪市田村町235-1"
"三重県","GiGO久居","三重県津市久居明神町字風早2534-1"
"三重県","GiGO名張","三重県名張市希央台3番町15"
"三重県","ラウンドワン三重川越ＩＣ店","三重県三重郡川越町南福崎大正割８５１－１"
"三重県","ラウンドワン津・高茶屋店","三重県津市高茶屋小森町丸太２７７－８"
"三重県","アピナ鈴鹿店","三重県鈴鹿市庄野羽山4-20-1イオンタウン鈴鹿2階"
"三重県","アミパラ鈴鹿店","三重県鈴鹿市西条町字東澤430-1"
"三重県","トナリエ四日市","三重県四日市市安島１−３−３１トナリエ四日市店５階プレビアミューズメント"
"三重県","ドリームキャンディ","三重県伊賀市小田町７１１−１"
"滋賀県","GiGOエイスクエア草津","滋賀県草津市西渋川1-23-23 ​A/SQUARE ​SARA南館2F"
"滋賀県","GiGO甲西","滋賀県湖南市夏見二ツ橋356-1"
"滋賀県","ラウンドワン浜大津アーカス店","滋賀県大津市浜町２－１浜大津アーカス４Ｆ"
"滋賀県","エースレーン草津","滋賀県草津市野路3丁目1-5"
"滋賀県","エースレーン近江八幡店","滋賀県近江八幡市出町７３６"
"滋賀県","ﾀｲﾄｰFｽﾃｰｼｮﾝ　ｲｵﾝ近江八幡店","滋賀県近江八幡市鷹飼町南３丁目3-7イオン内1F"
"滋賀県","滋賀レジャーランド大津店","滋賀県大津市におの浜３−１−４３　イオンスクエアアヤハプラザ内"
"京都府","ラウンドワン京都河原町店","京都府京都市中京区山崎町250番地"
"京都府","ラウンドワン京都伏見店","京都府京都市伏見区下鳥羽平塚町１３１"
"京都府","三恵観光㈱あそＶＩＶＡ","京都府福知山市字堀小字下高田２１４６−１"
"京都府","neo amusement space a-cho","京都府京都市中京区東大文字町３０２・３０３A-breakﾋﾞﾙ2F・3F"
"京都府","プレイランドキング円町店","京都府京都市中京区西ノ京西円町40"
"京都府","ｎａｍｃｏイオンモールＫＹＯＴＯ店","京都府京都市南区西九条鳥居口町1ｲｵﾝﾓｰﾙKYOTO 14060"
"京都府","パルケ上賀茂店","京都府京都市北区上賀茂西河原１−１"
"京都府","サープラ京都あそびタウン","京都府京都市中京区西ノ京栂尾町107　BiVi二条内2階"
"大阪府","GiGO枚方","大阪府枚方市須山町83-1 サンシャインプラザ枚方内"
"大阪府","セガワールド布施","大阪府東大阪市長堂1-1-1 ロンモール布施内"
"大阪府","GiGO今福","大阪府大阪市城東区今福東1-9-34"
"大阪府","セガミスト2","大阪府大阪市北区梅田1-11-4 駅前第4ビルB1F"
"大阪府","クラブセガ東梅田","大阪府大阪市北区堂山町9-28　スプラウトビル1Ｆ"
"大阪府","ハイテクランドセガ西中島","大阪府大阪市淀川区西中島3-16-8 深井センタービル1･2F"
"大阪府","GiGO難波アビオン","大阪府大阪市浪速区難波中2-3-15 MMOビル1F･2F"
"大阪府","セガワールドアポロ","大阪府大阪市阿倍野区阿倍野筋1-5-31 アポロビル3F"
"大阪府","セガ新三国アルゴ7","大阪府豊中市神州町1-15"
"大阪府","スポーツセンター21世紀","大阪府堺市南区岩室108-1"
"大阪府","GiGO和泉","大阪府和泉市肥子町2-4-41"
"大阪府","ラウンドワン豊中店","大阪府豊中市名神口１－１－１"
"大阪府","ラウンドワン守口店","大阪府守口市佐太東町２－６－１４ジャガーグリーン２階"
"大阪府","ラウンドワン東大阪店","大阪府東大阪市若江南町１－２－１２"
"大阪府","ラウンドワン東淀川店","大阪府大阪市東淀川区菅原７－１４－２８"
"大阪府","ラウンドワン高槻店","大阪府高槻市辻子３－６－４"
"大阪府","ラウンドワン堺中央環状店","大阪府堺市東区石原町２－２４１"
"大阪府","ラウンドワン城東放出店","大阪府大阪市城東区今福南３－４－３８"
"大阪府","ラウンドワン堺駅前店","大阪府堺市堺区戎島町４－４４－３"
"大阪府","ラウンドワン枚方店","大阪府枚方市高野道１－２０－２０"
"大阪府","ラウンドワン岸和田店","大阪府岸和田市八阪町２－１１－１"
"大阪府","ラウンドワン梅田店","大阪府大阪市北区小松原町４－１６"
"大阪府","ラウンドワン千日前店","大阪府大阪市中央区難波１－３－１"
"大阪府","ラウンドワンららぽーと和泉店","大阪府和泉市あゆみ野4-4-7ららぽーと和泉４階４２１００番"
"大阪府","あそＶＩＶＡ阪急茨木店","大阪府茨木市永代町６−２スポーツプラザ茨木２Ｆ"
"大阪府","シャトーＥＸ","大阪府大阪市都島区東野田町３−９−３"
"大阪府","ゲームフェイス八尾店","大阪府八尾市天王寺屋2-68"
"大阪府","ｎａｍｃｏ梅田店","大阪府大阪市北区小松原町３−３　ＯＳビル２Ｆ"
"大阪府","ｎａｍｃｏ大阪日本橋店","大阪府大阪市浪速区難波中2-1-17コスモビル1〜3階"
"大阪府","タイトーステーション 難波店","大阪府大阪市中央区難波千日前１５−１２"
"大阪府","タイトーステーション 大阪日本橋店","大阪府大阪市浪速区日本橋４−９−１４"
"大阪府","ソユーゲームフィールド泉南店","大阪府泉南市りんくう南浜３番１２イオンモールりんくう泉南２Ｆ"
"大阪府","ソユーゲームフィールド堺鉄砲町店","大阪府堺市堺区鉄砲町1番地イオンモール堺鉄砲町3F"
"大阪府","ソユーゲームフィールドみのおキューズモール店","大阪府箕面市西宿１−１５−３０みのおキューズモールＣENTER棟２階"
"大阪府","アミパラ大東店","大阪府大東市南新田２丁目３番５号"
"大阪府","トップラン東大阪店","大阪府東大阪市東鴻池町1-6-30　イオンタウン東大阪２F"
"大阪府","モンキートリック","大阪府寝屋川市香里南之町32-5　YNレジデンス香里2F"
"大阪府","関大前フタバボウル","大阪府吹田市千里山東１−７−１８"
"大阪府","コスミックプラザABC","大阪府寝屋川市早子町18-14"
"兵庫県","セガつかしん","兵庫県尼崎市塚口本町4-8-1 つかしん内"
"兵庫県","GiGO姫路駅前","兵庫県姫路市駅前町254 姫路OSビルB1F"
"兵庫県","セガフェニックスプラザ摩耶","兵庫県神戸市灘区味泥町6-1"
"兵庫県","GiGO明石","兵庫県明石市魚住町清水2464-1 ドライブインながさわ"
"兵庫県","ラウンドワン加古川店","兵庫県加古川市尾上町安田３２５－６"
"兵庫県","ラウンドワンＪＲ尼崎駅前店","兵庫県尼崎市潮江１－４－５いきいき館４階"
"兵庫県","ラウンドワン伊丹店","兵庫県伊丹市昆陽７－２９"
"兵庫県","ラウンドワン三宮店","兵庫県神戸市中央区小野柄通６－１－１７"
"兵庫県","ラウンドワン姫路飾磨店","兵庫県姫路市飾磨区中島１－２５４"
"兵庫県","アピナ姫路店","兵庫県姫路市東郷町１４５４−３姫路リオス２階"
"兵庫県","ｎａｍｃｏ豊岡店","兵庫県豊岡市中陰町字大工６１７　３階"
"兵庫県","ジョイプラザ豊岡店","兵庫県豊岡市加広町７−３２コープデイズ豊岡2階"
"兵庫県","遊スペース マジカル","兵庫県神戸市中央区琴ノ緒町５−２−３"
"兵庫県","ホームランスタジアム玉津店","兵庫県神戸市西区丸塚２丁目９−１８"
"兵庫県","ホームランスタジアム加古川店","兵庫県加古川市尾上町安田３５１−１"
"兵庫県","アミパラ垂水店","兵庫県神戸市垂水区名谷町字室山１４００−１８"
"兵庫県","アミパラ加古川店","兵庫県加古川市尾上町今福７１−２"
"兵庫県","ゲームアイビス太子店","兵庫県揖保郡太子町太田2149"
"兵庫県","トップラン岩岡店","兵庫県神戸市西区岩岡町古郷1474-1"
"兵庫県","タイトーＦステーション三宮 西館店","兵庫県神戸市中央区三宮町２丁目１１−１センタープラザ西館3F"
"兵庫県","アルゴ","兵庫県神戸市中央区下山手通1-1-8"
"兵庫県","プレイステーションネーブル西宮店","兵庫県西宮市両度町6-10"
"奈良県","ラウンドワン奈良ミ・ナーラ店","奈良県奈良市二条大路南１－３－１ミ・ナーラ５階"
"奈良県","ソユーゲームフィールド奈良橿原店","奈良県橿原市曲川町7-20-1　イオンモール橿原3F"
"奈良県","アミパラ橿原店","奈良県橿原市十市町1222-1ツインゲート橿原１F"
"奈良県","アミューズメントＣＵＥ奈良三条店","奈良県奈良市三条町478-1"
"和歌山県","ラウンドワン和歌山店","和歌山県和歌山市小雑賀７３９－３"
"和歌山県","ユーズランド和歌山店","和歌山県和歌山市中字楠谷５７３イオンモール和歌山２Ｆ"
"鳥取県","GiGO鳥取","鳥取県鳥取市安長416"
"鳥取県","アミパラがいな店","鳥取県米子市日ノ出町１−８−１３"
"島根県","GiGO松江","島根県松江市嫁島町12-15"
"島根県","オートパーラーやすぎ","島根県安来市西荒島町３３番地"
"岡山県","アミューズメントプレイス・ギミック・セガ","岡山県岡山市中区藤崎599-12"
"岡山県","セガ倉敷","岡山県倉敷市西中新田535-2"
"岡山県","ラウンドワン岡山店","岡山県岡山市南区妹尾３４１３－１"
"岡山県","ファンタジスタ","岡山県倉敷市新倉敷駅前５−１９４"
"岡山県","アミパラテクノランド店","岡山県岡山市北区大和町１−７−１２"
"岡山県","アミパラ倉敷店","岡山県倉敷市西中新田624-1アミパラボウル1F"
"岡山県","アミパラ岡山店","岡山県岡山市北区青江１丁目１３−８"
"広島県","セガワールドMEGA","広島県広島市安佐南区中筋4-11-7 フタバ図書MEGA内2F ﾚﾝﾀﾙｺｰﾅｰ奥"
"広島県","セガ海田","広島県安芸郡海田町南大正町3-35"
"広島県","GiGO広","広島県呉市広中町1-9 2階"
"広島県","セガ尾道","広島県尾道市新浜1-2-13"
"広島県","セガワールド福山","広島県福山市瀬戸町大字山北300"
"広島県","ラウンドワン広島店","広島県広島市中区立町３－１１"
"広島県","ラウンドワン福山店","広島県福山市明神町１－９－２８"
"広島県","スペースV1廿日市店","広島県廿日市市本町４−２３"
"広島県","フタバ図書アルティアルパーク北棟店","広島県広島市西区草津南４−７−１　アルパーク北棟２Ｆ"
"広島県","ｎａｍｃｏイオンモール広島府中店","広島県安芸郡府中町大須2-1-1イオンモール広島府中3階"
"広島県","タイトーステーション 広島本通店","広島県広島市中区本通３−５せらかぐ本通ビル"
"広島県","タイトーステーション 広島紙屋町店","広島県広島市中区紙屋町２−２−２１"
"広島県","アミパラここじゃ店","広島県東広島市西条下見６−１０−１９"
"広島県","アミパラ広島店","広島県広島市西区西観音町3-17"
"広島県","アミパラ神辺店","広島県福山市神辺町大字新道上字１−２−１"
"広島県","アミューズメントパークＭＧジアス店","広島県福山市柳津町１−７−６０"
"山口県","ソユーファミリーゲームフィールド防府店","山口県防府市鐘紡町７−１イオンタウン防府1F"
"山口県","カッタの湯","山口県宇部市海南町1675"
"山口県","アミパラ下関店","山口県下関市長府才川１−４２−４８"
"山口県","アミパラ周南久米店","山口県周南市大字久米中央5丁目8番1号　イオンタウン周南久米内"
"山口県","タイトーＦステーション山口メルクス店","山口県山口市大字黒川８２−１ハイパーモールメルクス内"
"徳島県","セガ徳島スエヒロボウル","徳島県徳島市南末広町4-95-2　スエヒロボウル1F"
"徳島県","ラウンドワン徳島・万代店","徳島県徳島市万代町４－１９－１"
"徳島県","アミューズメントパフェパレパレ田宮店","徳島県徳島市南田宮2丁目2-46"
"香川県","セガ高松","香川県高松市勅使町535"
"香川県","ラウンドワン高松店","香川県高松市松島町２－７－４３"
"香川県","アミパラ丸亀店","香川県丸亀市飯野町西分字川縁甲５８４−１　ハローズ棟内"
"香川県","アミューズメントパークＭＧ土庄店","香川県小豆郡土庄町甲１３６０−１０　マルナカ新土庄店内"
"香川県","ビッグウェーブゆめタウン三豊店","香川県三豊市豊中町本山甲22"
"愛媛県","セガ松山","愛媛県松山市枝松5-7-32"
"愛媛県","ラウンドワン松山店","愛媛県松山市東長戸１－３－１０"
"愛媛県","ソユーフォレストハンター松前店","愛媛県伊予郡松前町筒井８５０エミフルMASAKIＡＭ棟１階"
"愛媛県","アミューズメントパークＭＧ伊予三島店","愛媛県四国中央市中之庄町７５−１　アイランド三島内"
"愛媛県","アミューズメントパークＭＧキスケ店","愛媛県松山市宮田町5-6　キスケボックス内１階"
"愛媛県","アミューズメントパークＭＧ東予店","愛媛県西条市周布７１５−１フジ東予店 別棟"
"愛媛県","タイトーFステーション今治","愛媛県今治市東村１−１４−２今治ワールドプラザ内"
"高知県","ラウンドワン高知店","高知県高知市南宝永町４－１２"
"高知県","アミパラ高知店","高知県南国市篠原１９４−１"
"福岡県","ハイパーメッセ","福岡県北九州市小倉南区北方4-6-7"
"福岡県","セガアリーナ中間","福岡県中間市上蓮花寺3-1-1"
"福岡県","GiGO福岡天神","福岡県福岡市中央区天神2-7-6 DADAビル1～3F"
"福岡県","ラウンドワン福岡天神店","福岡県福岡市中央区天神２－６－１２"
"福岡県","ラウンドワン小倉店","福岡県北九州市小倉北区西港町１５－６５"
"福岡県","ラウンドワン半道橋店","福岡県福岡市博多区半道橋２－２－８"
"福岡県","ラウンドワン大野城店","福岡県大野城市御笠川１－１８－１６"
"福岡県","AsobiDouraku新合川店","福岡県久留米市新合川1丁目6-7-2F"
"福岡県","楽市楽座210久留米店","福岡県久留米市東合川2-2-1 2階"
"福岡県","楽市楽座福重店","福岡県福岡市西区石丸４−２６３−１"
"福岡県","楽市楽座行橋店","福岡県行橋市西泉６−１−１"
"福岡県","フタバ図書福岡春日店","福岡県春日市昇町8-1-1"
"福岡県","ｎａｍｃｏ博多バスターミナル店","福岡県福岡市博多区博多駅中央街２−１博多バスターミナル７階"
"福岡県","Ｇ−ＳＴＡＧＥ飯塚店","福岡県飯塚市枝国６８０−２"
"福岡県","Ｇ−ＳＴＡＧＥ七隈店","福岡県福岡市城南区七隈８−４−８"
"福岡県","Ｇ−ＳＴＡＧＥ小倉","福岡県北九州市小倉北区浅野2-14-5あるあるCITY2階"
"福岡県","タイトーステーション 福岡天神店","福岡県福岡市中央区天神２−６−３５サザンクロスビル"
"福岡県","最後の５ドル","福岡県糟屋郡粕屋町大字仲原2706仲原ファミリープラザ2F"
"福岡県","ユーズボウル久留米","福岡県久留米市東櫛原町字深町１１１０"
"福岡県","PEP魚町","福岡県北九州市小倉北区魚町２−４−２０"
"佐賀県","セガ武雄","佐賀県武雄市武雄町大字富岡12517-1"
"佐賀県","ラウンドワン佐賀店","佐賀県佐賀市兵庫町藤木１１１０"
"佐賀県","AsobiDouraku嘉瀬店","佐賀県佐賀市嘉瀬町中原２４８８−１"
"佐賀県","ＦＡＳボウリングセンター","佐賀県唐津市栄町２５８１−１ＦＡＳボウリングセンター"
"佐賀県","ｎａｍｃｏモラージュ佐賀店","佐賀県佐賀市巨勢町大字牛島７３０モラージュ佐賀南館１Ｆ"
"長崎県","ハイテクセガもみの木村","長崎県諫早市小川町90-1"
"長崎県","セガワールドサンスパおおむら","長崎県大村市森園町663-3"
"長崎県","G－STAGE浜町","長崎県長崎市浜町2-26"
"長崎県","アミパラ佐世保店","長崎県佐世保市大塔町１８−１５"
"熊本県","ラウンドワン熊本店","熊本県熊本市西区春日７－２５－１５"
"熊本県","リッチモンド","熊本県八代市旭中央通２０−３"
"熊本県","スポラ九品寺","熊本県熊本市中央区九品寺5丁目10-15"
"熊本県","スポラ菊陽","熊本県菊池郡菊陽町津久礼駄飼代２６１７−２"
"熊本県","ｎａｍｃｏWC南熊本店","熊本県熊本市中央区九品寺６−９−１"
"熊本県","パスカワールドグリーンランド店","熊本県荒尾市本井手１５７４−５４"
"熊本県","ゴーゴーバンビーノ人吉店","熊本県人吉市下林町１２２番１ニシムタ人吉店食鮮館内"
"大分県","GiGO別府","大分県別府市餅ヶ浜町161-2"
"大分県","セガワールド高城","大分県大分市牧1-161-8"
"大分県","ラウンドワン大分店","大分県大分市萩原２－１３－１７"
"大分県","トライセン萩原","大分県大分市萩原４−２２７−７"
"大分県","トライセン中津店","大分県中津市下池永６７−３"
"大分県","ユーズランド三光店","大分県中津市三光佐知1032イオンモール三光2F"
"大分県","ゲームラボ　サイドセブン","大分県大分市上宗方南１丁目６４９−１"
"宮崎県","GiGO延岡","宮崎県延岡市平原町5-1492-8"
"宮崎県","ラウンドワン宮崎店","宮崎県宮崎市中村東３－４－６０"
"宮崎県","楽市楽座イオンモール宮崎店","宮崎県宮崎市新別府町江口８６２−１イオンモール宮崎店２Ｆ"
"鹿児島県","ラウンドワン鹿児島店","鹿児島県鹿児島市宇宿２－２－２"
"鹿児島県","ＡｍｕｓｅｍｅｎｔｃｉｔｙＧ−ＳＴＡ","鹿児島県薩摩川内市向田本町４９番"
"鹿児島県","サンゲームス天文館店","鹿児島県鹿児島市千日町５−６"
"鹿児島県","タイトーＦステーションニシムタ出水店","鹿児島県出水市六月田町３４７番地"
"沖縄県","クラブセガ北谷","沖縄県中頭郡北谷町字美浜9-8"
"沖縄県","ラウンドワン沖縄宜野湾店","沖縄県宜野湾市真志喜３－２８－８"
"沖縄県","ラウンドワン沖縄南風原店","沖縄県島尻郡南風原町兼城下茂原５５２"
